id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0oqDrehB6TLZNZk7J4sTKA,To Be In Love,4,186467,0,['Seger Ellis'],['1EQqiD2tkdi1I8ma1cRTu2'],1923,0.564,0.203,4,-11.501,1,0.0743,0.992,5.45E-06,0.457,0.814,160.767,4
0pfb51HxNzI3bNVjKasaKK,Vencida - Remasterizado,0,120093,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],3/29/1923,0.572,0.0909,11,-24.536,1,0.139,0.996,0.908,0.246,0.57,131.55,4
0rdxKD0OyIW341nH9tiS1s,Chapter 9.14 - Król Maciuś Pierwszy,0,141400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.716,0.249,5,-18.742,0,0.936,0.882,0,0.204,0.75,127.072,1
0s7iHksDgHUDzLhkGoqgmb,Chapter 6.5 - Król Maciuś Pierwszy,0,148200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.651,0.242,1,-20.317,1,0.954,0.798,0,0.226,0.804,75.269,4
0t2ZuxdvuQeAjpyV0NVkHg,Chapter 11.6 - Król Maciuś Pierwszy,0,132700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.633,0.243,5,-18.423,0,0.958,0.894,0,0.185,0.71,85.432,5
0tfBbHVCxusHAr7AZE5BiN,Chapter 5.20 - Król Maciuś Pierwszy,0,128900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.645,0.225,1,-21.065,1,0.949,0.813,0,0.152,0.807,47.193,3
0tlIxalMu5riycAygdPi67,Chapter 1.4 - Król Maciuś Pierwszy,0,125700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.709,0.252,1,-18.895,1,0.939,0.708,0,0.222,0.661,130.281,1
0tnNdIjSw8yTZqEOWOPygl,Chapter 8.5 - Król Maciuś na wyspie bezludnej,0,127200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.677,0.251,1,-18.551,1,0.96,0.707,0,0.18,0.633,81.54,4
0v8GUuI5YaFIg7U2Nxkgv0,What'll I Do,0,144300,0,['Marie Earth Heart'],['5lrfVtLwGtd055aUIJUgT5'],1923,0.269,0.249,7,-14.86,0,0.0735,0.968,0.00114,0.269,0.143,61.832,4
0vOQzUEthlMh7lVgpYqDX8,Chapter 1.10 - Król Maciuś na wyspie bezludnej,0,128400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.7,0.293,8,-19.05,1,0.928,0.843,0,0.18,0.799,106.021,3
0wNiz7sRtFdsNyH0JDLzpZ,Chapter 7.6 - Król Maciuś na wyspie bezludnej,0,135400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.718,0.231,1,-17.897,1,0.961,0.894,0,0.138,0.592,70.236,4
0y8AIqjVXEgFYE6cwcGJZA,Chapter 4.9 - Król Maciuś na wyspie bezludnej,0,132700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.706,0.206,1,-19.711,1,0.939,0.633,0,0.243,0.563,103.602,5
0zxEXQGoj894oUI5eNU5Iz,Chapter 7.9 - Król Maciuś Pierwszy,0,132500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.719,0.243,1,-19.387,1,0.936,0.889,0,0.174,0.826,125.721,3
10GwhMjT2Id4tYFlWvy0We,Chapter 6.6 - Król Maciuś na wyspie bezludnej,0,151200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.686,0.232,1,-19.304,1,0.949,0.781,0,0.159,0.643,100.484,4
10qdz1AgvZt7ZKWi58Wutx,"Quiereme,Que ganas me dieron - en vivo",2,416984,0,['Yiyo y Los Chicos 10'],['6JXytsNesnjzxv4tHWbe9I'],1923,0.576,0.672,11,-8.367,1,0.0498,0.485,0,0.45,0.824,105.498,4
15cSROWO3jSMwaJeOZTJVM,Chapter 7.17 & Chapter 8.1 - Król Maciuś na wyspie bezludnej,0,143692,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.704,0.16,1,-19.167,1,0.937,0.763,0,0.37,0.663,106.817,4
16yeYoHRv1lO9khNgqg7O8,Chapter 6.10 - Król Maciuś na wyspie bezludnej,0,135900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.698,0.21,5,-20.894,1,0.951,0.771,0,0.158,0.653,104.778,3
18Mz0fPKHzyrxjQVCA0X2i,Chapter 1.12 - Król Maciuś Pierwszy,0,150800,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.715,0.264,1,-19.752,1,0.94,0.742,0,0.224,0.767,121.724,4
1AoueZtJ0wwjSDU4npTDnA,Chapter 3.18 - Król Maciuś Pierwszy,0,165500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.64,0.224,6,-17.162,1,0.943,0.855,0,0.206,0.717,84.9,4
1B9DQSfiDWhYZmkqbYyonp,C'est Au Bal Musette,0,160907,0,['Gaby Montbreuse'],['1DgyeM38erNK7yB3Tpovwm'],1923,0.435,0.353,2,-14.907,1,0.0992,0.992,0,0.303,0.767,77.699,3
1BcOVMn3ZHrqEQle8TULdM,Chapter 9.13 - Król Maciuś Pierwszy,0,129100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.778,0.266,1,-19.104,1,0.95,0.776,0,0.34,0.779,59.461,3
1C24gb2rQwSd262BP09DNB,Chanson De Route De Ciboulette,0,141040,0,['Edmée Favart'],['2QW0xmAuyzCQEBkSkytvGG'],1923,0.783,0.341,2,-14.903,1,0.873,0.991,0,0.589,0.803,121.287,4
1CGbuEQ7kBcYxtNy4h1u5f,Chapter 2.17 - Król Maciuś Pierwszy,0,135200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.62,0.291,1,-18.068,1,0.955,0.749,0,0.251,0.75,180.557,3
1D7D3FLwQ4rCvDWbBtVQho,Chapter 2.7 - Król Maciuś na wyspie bezludnej,0,142500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.666,0.294,5,-19.078,0,0.96,0.735,0,0.177,0.628,83.194,4
1De0ODc2bv1ARYoa5E6c51,Chapter 1.11 - Król Maciuś na wyspie bezludnej,0,127300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.762,0.19,1,-21.113,1,0.938,0.651,0,0.114,0.762,91.368,5
1GUAkBHHxTxnwMo4Or0TfG,Chapter 4.11 - Król Maciuś Pierwszy,0,139300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.701,0.25,1,-19.262,1,0.953,0.778,0,0.19,0.742,78.864,4
1HfsGFkj5HdvEUyiWAr5Bv,Ma Gosse,0,204400,0,['Georgius'],['0Yly6PvJghpLD3Lj8Kvpcj'],1923,0.635,0.285,1,-16.475,1,0.217,0.98,0,0.446,0.759,123.849,4
1IM5GNo7ctGQ6cfHS8C6XE,Pala Oyunu,0,175541,0,['Hafız Ahmet Celâl Tokses'],['57E84vHYeaC12Z1Eh4JUfG'],12/18/1923,0.234,0.401,4,-15.225,0,0.04,0.989,0.993,0.393,0.823,77.395,4
1IdZJF3Cs0eZiXsWU4Mkdf,Chapter 8.4 - Król Maciuś na wyspie bezludnej,0,125700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.646,0.272,1,-19.181,1,0.953,0.558,0,0.118,0.593,79.411,4
1JcF6uVs9KWxNNYF2WHlMl,Chapter 8.8 - Król Maciuś Pierwszy,0,131900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.679,0.223,4,-20.45,0,0.956,0.902,0,0.157,0.781,84.501,3
1NfUr9ZwIeClKfacPPvmDT,Chapter 3.15 - Król Maciuś na wyspie bezludnej,0,125900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.698,0.226,1,-19.091,1,0.94,0.762,0,0.133,0.707,102.727,3
1Q4bwR6QlKFunLxFL70dS2,Chapter 8.17 - Król Maciuś na wyspie bezludnej,0,153400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.703,0.262,9,-19.407,1,0.942,0.571,0,0.285,0.604,90.978,4
1RPKtGdObPEGK6LJ7QPzqE,Chapter 2.11 - Król Maciuś na wyspie bezludnej,0,132700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.715,0.251,1,-18.296,1,0.952,0.756,0,0.204,0.684,100.977,5
1SRuQGGUL4RIx6ab7Jre5N,Chapter 2.8 - Król Maciuś na wyspie bezludnej,0,137200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.676,0.244,1,-18.96,1,0.953,0.642,0,0.218,0.669,98.514,3
1Sz6kY4GhWjuNVHQvyGIh4,Chapter 5.16 - Król Maciuś Pierwszy,0,127600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.624,0.222,1,-21.088,1,0.965,0.622,0,0.208,0.656,172.676,1
1TArKGbFOizRZwAU4zlZmY,Chapter 8.3 - Król Maciuś na wyspie bezludnej,0,128000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.711,0.316,1,-17.137,1,0.958,0.7,0,0.119,0.669,72.234,1
1TNFBmTKmGk2FD5GOv3aLw,Chapter 6.7 - Król Maciuś Pierwszy,0,137600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.713,0.281,5,-18.696,0,0.935,0.82,0,0.166,0.901,128.527,4
1VtCBfQf6KdQfmBgpRUUdY,Fakir - Remasterizado,0,166587,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],7/9/1923,0.424,0.283,6,-15.551,1,0.0509,0.989,0.968,0.289,0.444,138.19,3
1W4guYCGp29HDPNCHPySRf,Chapter 4.14 - Król Maciuś na wyspie bezludnej,0,139700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.658,0.179,1,-20.739,1,0.959,0.839,0,0.228,0.586,75.228,3
1WtaKy5GdBW179YRAL87hD,Chapter 7.12 - Król Maciuś na wyspie bezludnej,0,145500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.729,0.156,1,-21.394,1,0.94,0.709,0,0.236,0.57,98.634,4
1Y80dR6Q3SLCfw15u7Ch7e,Chapter 2.7 - Król Maciuś Pierwszy,0,129000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.798,0.229,1,-19.317,1,0.945,0.727,0,0.131,0.74,51.448,4
1YjHwSX3Y7X8586eaXM1Kk,Tu Voudrais Me Voir Pleurer,0,184427,0,['Robert Jysor'],['491s7aNxBMoI7BOkwFwgbl'],1923,0.496,0.32,0,-12.255,1,0.0847,0.995,0,0.272,0.621,108.512,4
1Ylr4v9oMsxRoLRkQJKRhM,Chapter 8.16 - Król Maciuś Pierwszy,0,131100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.663,0.239,1,-18.874,1,0.955,0.886,0,0.177,0.756,78.77,4
1ZTX01NOGwP5IZ59A2Lmfi,Chapter 8.18 - Król Maciuś Pierwszy,0,126400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.693,0.258,1,-19.142,1,0.957,0.902,0,0.289,0.774,82.611,3
1aN3D9FqE9P7slzb60Eqwj,Hicran,1,204173,0,['Safiye Ayla'],['0xsueYxjFxn3v5VAR9YkT9'],1/4/1923,0.227,0.423,6,-8.111,1,0.095,0.994,0.787,0.439,0.182,81.239,3
1cx37MwPibFAOavpfNnlce,En la Cruz,0,141558,0,['Pablo Pastor'],['22LX0GIeZSiIMBpOJB29TG'],3/1/1923,0.573,0.31,4,-11.249,1,0.0258,0.872,0.00102,0.101,0.483,129.897,4
1djdTuM7cMfBjMHvoev1cx,Chapter 6.8 - Król Maciuś na wyspie bezludnej,0,132700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.713,0.239,5,-18.101,1,0.94,0.807,0,0.258,0.578,109.836,5
1dzaUcTS5k6sVTmhdQKjij,Chapter 10.16 - Król Maciuś Pierwszy,0,166800,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.698,0.256,1,-17.449,1,0.953,0.774,0,0.167,0.769,88.267,4
1e7zxvah6cU9yk7heqNMA7,Chapter 8.12 - Król Maciuś Pierwszy,0,133100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.68,0.202,1,-21.338,1,0.946,0.868,0,0.216,0.596,98.486,4
1eLbwzyHyUne68R2yXPidS,Le Tapis Vert,0,183133,0,['Adolphe Bérard'],['4avV2NAdyMOjy4qqYfKNR7'],1923,0.38,0.235,4,-15.971,1,0.053,0.99,0,0.457,0.556,82.783,3
1edbuMXvCWHgW78HUugrK8,Chapter 4.21 & Chapter 5.1 - Król Maciuś Pierwszy,0,133700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.707,0.182,1,-20.062,1,0.959,0.748,0,0.191,0.613,101.968,3
1hviILXEn7vTSzU10nsWRM,Chapter 1.17 - Król Maciuś Pierwszy,0,137100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.611,0.207,8,-20.194,1,0.955,0.658,0,0.152,0.803,67.442,5
1iaThalbw5LINCP5AJXBTK,Chapter 4.19 - Król Maciuś na wyspie bezludnej,0,144100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.646,0.193,11,-21.334,0,0.957,0.729,0,0.117,0.614,82.899,3
1kbPo2tqulbrU6yZfsDSac,Chapter 11.8 - Król Maciuś Pierwszy,0,138700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.693,0.245,5,-18.483,0,0.945,0.888,0,0.254,0.645,98.139,3
1lJSfCp3rMSiSwE0OnWIQz,Chapter 7.5 - Król Maciuś Pierwszy,0,134300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.714,0.227,1,-18.663,1,0.955,0.782,0,0.149,0.813,64.308,3
1lxRFRONmnUxRz5YhQAAwX,Pek Muztaribim,0,167680,0,['Hafız Ahmet Celâl Tokses'],['57E84vHYeaC12Z1Eh4JUfG'],12/18/1923,0.26,0.333,4,-17.084,1,0.0896,0.995,0.917,0.51,0.19,78.08,1
1mLlyiUYSsOiRp0m766T0F,Chapter 6.11 - Król Maciuś na wyspie bezludnej,0,141000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.669,0.219,6,-20.629,1,0.955,0.795,0,0.355,0.667,83.399,4
1nHsef13ntQzemvGfyRkIP,Chapter 2.9 - Król Maciuś Pierwszy,0,131700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.706,0.22,0,-19.18,1,0.943,0.808,0,0.301,0.65,132.915,3
1nsqiWT2tkBgrM9r3yxCHE,Chapter 1.15 - Król Maciuś na wyspie bezludnej,0,162400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.609,0.265,1,-18.76,1,0.955,0.835,0,0.238,0.746,69.04,4
1pfN0mDem9bZBYeIwVN7cD,Chapter 3.3 - Król Maciuś na wyspie bezludnej,0,179100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.729,0.293,1,-19.041,1,0.952,0.826,0,0.162,0.565,73.734,4
1skk8BfvNGrVM8HBPypg3V,Chapter 5.3 - Król Maciuś na wyspie bezludnej,0,144400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.675,0.267,1,-19.645,1,0.953,0.693,0,0.233,0.715,97.457,5
1u9zTLc3iWTud0cZM83CDr,Cuando Buda Sonríe - Remasterizado,0,170800,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],7/9/1923,0.377,0.335,1,-16.295,1,0.0426,0.992,0.961,0.173,0.618,79.422,4
1uEXx4sLcQB04RNzvKKh5G,Chapter 5.12 - Król Maciuś Pierwszy,0,125400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.711,0.181,1,-20.705,0,0.944,0.743,0,0.4,0.712,111.646,5
1uelg93BiJKU4SerLhXPU9,Chapter 10.14 - Król Maciuś Pierwszy,0,142700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.652,0.235,2,-19.935,1,0.955,0.797,0,0.115,0.568,90.389,4
1unpFthiuixJx6sSW3OHAC,Chapter 3.10 - Król Maciuś na wyspie bezludnej,0,140000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.742,0.204,1,-20.315,1,0.951,0.844,0,0.131,0.733,80.338,1
1wfVslnOJQdNR7jtleZVGn,Chapter 2.16 - Król Maciuś na wyspie bezludnej,0,194000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.721,0.257,9,-17.995,1,0.941,0.899,0,0.354,0.761,117.178,3
1xXapXBSUSxWBkqWtvviHt,Chapter 2.17 - Król Maciuś na wyspie bezludnej,0,134800,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.777,0.179,5,-19.41,0,0.952,0.762,0,0.227,0.618,38.928,4
1xYkJjXx83VuTcaVILz3ho,Chapter 1.18 - Król Maciuś na wyspie bezludnej,0,144600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.785,0.265,9,-19.044,1,0.935,0.73,0,0.263,0.737,103.203,3
1xci8Zmd0JnJD5g2WwXpNx,Electric Girl - Remasterizado,0,174667,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],7/9/1923,0.563,0.426,11,-13.831,0,0.148,0.994,0.96,0.209,0.733,80.204,4
1yMDC3pVzxKlcKwwwiFSmt,Sacate la Caretita - Remasterizado,0,178147,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],3/29/1923,0.574,0.0119,5,-28.427,0,0.102,0.996,0.936,0.099,0.66,125.425,4
203MYDy2P9nrTO3515B96D,Chapter 3.4 - Król Maciuś na wyspie bezludnej,0,145100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.696,0.296,1,-19.359,1,0.957,0.648,0,0.431,0.603,134.45,4
214S1bDYDp34WOhqOGGnum,Chapter 8.14 - Król Maciuś Pierwszy,0,125700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.707,0.197,1,-21.257,1,0.953,0.87,0,0.164,0.737,109.218,3
21QQ5ZuQUjPQQRi1JzR8GY,Veranito de San Juan - Remasterizado,0,180387,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],7/9/1923,0.515,0.272,4,-15.873,0,0.108,0.994,0.97,0.15,0.89,130.063,4
232KmyoWlX8B01eVPGw47e,Chapter 6.15 - Król Maciuś na wyspie bezludnej,0,126600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.715,0.173,1,-20.524,0,0.95,0.903,0,0.187,0.787,83.603,3
238xfFBXsH2IV0dsHttZpy,Chapter 8.15 - Król Maciuś Pierwszy,0,129000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.718,0.164,1,-21.667,0,0.933,0.873,0,0.17,0.694,116.496,3
23OK5hKz4EvcxSyPvAaLAp,Chapter 2.5 - Król Maciuś Pierwszy,0,127900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.676,0.264,6,-20.8,0,0.946,0.815,0,0.189,0.763,83.298,4
240CtrmmZTh22BoDphHXV9,Chapter 1.8 - Król Maciuś Pierwszy,0,134300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.649,0.242,1,-20.009,1,0.955,0.729,0,0.149,0.716,81.287,4
257hVxQ0y8XXJtGJtiDBPu,Chapter 3.3 - Król Maciuś Pierwszy,0,141300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.629,0.239,1,-19.637,1,0.957,0.763,0,0.221,0.67,170.24,3
25SMQZnHTtKcUxFIpG7Mhp,The Loveliest Night of the Year,0,162064,0,['Harry Curtis'],['3E3AwPbm9ShPKXVDsMp5Zy'],1923,0.433,0.422,10,-12.455,1,0.0418,0.815,9.67E-06,0.114,0.453,160.021,4
2626aAS6eQgc6CvdLVnoOw,La Danza de las Libélulas - Remasterizado,0,156587,0,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],7/9/1923,0.397,0.229,6,-15.284,0,0.0365,0.996,0.837,0.379,0.424,80.086,4
26ca2K4703vB1CoCtjzSLW,Chapter 7.14 - Król Maciuś Pierwszy,0,136900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.63,0.257,1,-20.529,1,0.962,0.818,0,0.321,0.783,166.246,1
282GBb96Uc1l3nvDZU14Wr,La Garconniere - Remasterizado,0,150640,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],3/29/1923,0.493,0.109,2,-23.485,0,0.423,0.996,0.822,0.4,0.599,120.344,4
28jWC2LAY4vqsUDxGctDs9,Chapter 8.17 - Król Maciuś Pierwszy,0,129000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.621,0.15,8,-20.384,1,0.945,0.883,0,0.202,0.682,176.575,3
2BzP6Lj4EA6V3AmSPDlCmD,Chapter 5.20 - Król Maciuś na wyspie bezludnej,0,134200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.708,0.25,1,-17.783,1,0.941,0.662,0,0.123,0.68,107.873,3
2CALgoRXs5TedfP7UxCVxC,Chapter 6.4 - Król Maciuś Pierwszy,0,136200,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.614,0.266,5,-19.567,0,0.96,0.816,0,0.222,0.68,60.37,4
2DMT63ps2b8F2PmbVG1Jtu,D'la Vraie Amour,0,206000,0,['Gaby Montbreuse'],['1DgyeM38erNK7yB3Tpovwm'],1923,0.641,0.283,8,-16.471,1,0.316,0.993,6.98E-06,0.15,0.843,65.865,3
2DlAiPP9DJ2z0bQfi8TMSk,Chapter 6.5 - Król Maciuś na wyspie bezludnej,0,130100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.739,0.227,5,-20.308,1,0.953,0.793,0,0.189,0.602,96.197,3
2ETTpBNBoGotgsc8btbUhC,Chapter 10.19 - Król Maciuś Pierwszy,0,156600,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.72,0.202,0,-18.31,1,0.933,0.784,0,0.169,0.714,124.803,4
2EVvoTom0Oji191I1I4qCF,Chapter 2.18 - Król Maciuś Pierwszy,0,145300,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.661,0.196,5,-20.207,0,0.939,0.76,0,0.189,0.843,83.479,3
2FM5j4344sAAkUXTX5cTiX,Chapter 4.2 - Król Maciuś na wyspie bezludnej,0,126700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.62,0.244,1,-19.045,1,0.964,0.693,0,0.234,0.513,172.718,3
2HfDoQcyX1ZEqbzsOMWPU8,Chapter 8.7 - Król Maciuś na wyspie bezludnej,0,131400,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.713,0.216,1,-19.839,1,0.948,0.645,0,0.284,0.551,128.202,3
2IwdIlqg3vpmDhJZPujABF,Chapter 8.7 - Król Maciuś Pierwszy,0,132900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.7,0.222,1,-19.62,1,0.952,0.907,0,0.152,0.672,85.272,5
2JcQmJ2RIennzfIZSLzq0A,Chapter 5.7 - Król Maciuś na wyspie bezludnej,0,140900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.619,0.236,1,-20.973,1,0.961,0.706,0,0.188,0.588,174.16,5
2KqBYBToiNNfhDIkSH91aq,Chapter 7.10 - Król Maciuś na wyspie bezludnej,0,135000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.679,0.221,1,-19.044,1,0.96,0.877,0,0.365,0.712,78.55,4
2MskcGzzUdJdJy3Q7Y96qH,Chapter 6.16 - Król Maciuś na wyspie bezludnej,0,126700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.656,0.195,6,-20.352,0,0.959,0.874,0,0.116,0.729,54.775,4
2N05z73nncXFj3XF2mYDDX,Chapter 8.10 - Król Maciuś na wyspie bezludnej,0,134700,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.697,0.248,9,-18.624,1,0.95,0.57,0,0.658,0.669,96.747,4
2OgHwBpullLkwd7O59O7AS,Chapter 3.13 - Król Maciuś Pierwszy,0,134100,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.627,0.243,1,-19.876,0,0.96,0.74,0,0.319,0.737,170.734,3
2OomQSfbQ4b8joF9N5rkIe,Chapter 7.13 - Król Maciuś na wyspie bezludnej,0,125900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.682,0.14,1,-20.222,1,0.921,0.683,0,0.166,0.591,99.078,4
2P4P5kMqUriSRT7wyQPEGk,Chapter 3.2 - Król Maciuś Pierwszy,0,136000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.684,0.176,5,-19.667,0,0.945,0.723,0,0.228,0.722,100.748,5
2PIlX13UoFyWhqepPJJVoJ,Chapter 8.21 & Chapter 9.1 - Król Maciuś Pierwszy,0,156000,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.639,0.263,1,-17.634,1,0.96,0.875,0,0.206,0.621,84.858,4
2PvwVyqAeYHKwAwnQNhHoX,Chapter 11.5 - Król Maciuś Pierwszy,0,127900,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.715,0.158,1,-19.458,1,0.933,0.722,0,0.181,0.556,111.171,1
2SVXq5WxQA2fuGVm6GWbIa,Chapter 10.12 - Król Maciuś Pierwszy,0,170500,0,['Janusz Korczak'],['4hLtcEEpjCmBtTnDdzRV4J'],12/27/1923,0.719,0.175,1,-20.058,1,0.93,0.807,0,0.172,0.687,116.295,3
