id,name_x,popularity,explicit,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,release_date1,genres
0fuLzjcUhMW9s6NBsDb22L,Tight Like This,4,0,Louis Armstrong & His Hot Five,0.73,0.25,1,-10.3,0,0.12,0.98,0.33,0.04,0.46,110.86,4,3.29,1/1/1923,['new orleans jazz']
0glAn7LZn0Kt6dpsXs57YL,Chapter 3.6 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.62,0.24,1,-19.65,1,0.96,0.72,0,0.28,0.67,73.75,3,2.44,12/27/1923,['unknown']
0kT5g4vipDRoyTiYCm7xFE,Chapter 2.19 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.2,5,-19.22,0,0.91,0.77,0,0.15,0.8,121.39,5,2.26,12/27/1923,['unknown']
0m0RpNz2xfcMSf9dqs7K12,Chapter 2.9 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.24,1,-18.51,1,0.96,0.74,0,0.3,0.68,78.38,3,2.23,12/27/1923,['unknown']
0o570uhbq2qmtk89zmdApx,Chapter 9.7 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.28,1,-18.1,1,0.96,0.77,0,0.14,0.52,90.99,3,2.11,12/27/1923,['unknown']
0oOQqvKFDd1lSCCgncRreZ,Chapter 5.2 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.69,0.23,4,-20.11,1,0.96,0.78,0,0.21,0.7,76.95,4,2.33,12/27/1923,['unknown']
0oqDrehB6TLZNZk7J4sTKA,To Be In Love,4,0,Seger Ellis,0.56,0.2,4,-11.5,1,0.07,0.99,0,0.46,0.81,160.77,4,3.11,1/1/1923,['unknown']
0pfb51HxNzI3bNVjKasaKK,Vencida - Remasterizado,0,0,Ignacio Corsini,0.57,0.09,11,-24.54,1,0.14,1,0.91,0.25,0.57,131.55,4,2,3/29/1923,"['tango', 'vintage tango']"
0rdxKD0OyIW341nH9tiS1s,Chapter 9.14 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.25,5,-18.74,0,0.94,0.88,0,0.2,0.75,127.07,1,2.36,12/27/1923,['unknown']
0s7iHksDgHUDzLhkGoqgmb,Chapter 6.5 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.65,0.24,1,-20.32,1,0.95,0.8,0,0.23,0.8,75.27,4,2.47,12/27/1923,['unknown']
0t2ZuxdvuQeAjpyV0NVkHg,Chapter 11.6 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.24,5,-18.42,0,0.96,0.89,0,0.18,0.71,85.43,5,2.21,12/27/1923,['unknown']
0tfBbHVCxusHAr7AZE5BiN,Chapter 5.20 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.64,0.22,1,-21.06,1,0.95,0.81,0,0.15,0.81,47.19,3,2.15,12/27/1923,['unknown']
0tlIxalMu5riycAygdPi67,Chapter 1.4 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.25,1,-18.9,1,0.94,0.71,0,0.22,0.66,130.28,1,2.1,12/27/1923,['unknown']
0tnNdIjSw8yTZqEOWOPygl,Chapter 8.5 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.68,0.25,1,-18.55,1,0.96,0.71,0,0.18,0.63,81.54,4,2.12,12/27/1923,['unknown']
0v8GUuI5YaFIg7U2Nxkgv0,What'Ll I Do,0,0,Marie Earth Heart,0.27,0.25,7,-14.86,0,0.07,0.97,0,0.27,0.14,61.83,4,2.4,1/1/1923,['unknown']
0vOQzUEthlMh7lVgpYqDX8,Chapter 1.10 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.29,8,-19.05,1,0.93,0.84,0,0.18,0.8,106.02,3,2.14,12/27/1923,['unknown']
0wNiz7sRtFdsNyH0JDLzpZ,Chapter 7.6 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.23,1,-17.9,1,0.96,0.89,0,0.14,0.59,70.24,4,2.26,12/27/1923,['unknown']
0y8AIqjVXEgFYE6cwcGJZA,Chapter 4.9 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.71,0.21,1,-19.71,1,0.94,0.63,0,0.24,0.56,103.6,5,2.21,12/27/1923,['unknown']
0zxEXQGoj894oUI5eNU5Iz,Chapter 7.9 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.24,1,-19.39,1,0.94,0.89,0,0.17,0.83,125.72,3,2.21,12/27/1923,['unknown']
10GwhMjT2Id4tYFlWvy0We,Chapter 6.6 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.69,0.23,1,-19.3,1,0.95,0.78,0,0.16,0.64,100.48,4,2.52,12/27/1923,['unknown']
10qdz1AgvZt7ZKWi58Wutx,"Quiereme,Que Ganas Me Dieron - En Vivo",2,0,Yiyo Y Los Chicos 10,0.58,0.67,11,-8.37,1,0.05,0.48,0,0.45,0.82,105.5,4,6.95,1/1/1923,['unknown']
15cSROWO3jSMwaJeOZTJVM,Chapter 7.17 & Chapter 8.1 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.16,1,-19.17,1,0.94,0.76,0,0.37,0.66,106.82,4,2.39,12/27/1923,['unknown']
16yeYoHRv1lO9khNgqg7O8,Chapter 6.10 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.21,5,-20.89,1,0.95,0.77,0,0.16,0.65,104.78,3,2.26,12/27/1923,['unknown']
18Mz0fPKHzyrxjQVCA0X2i,Chapter 1.12 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.26,1,-19.75,1,0.94,0.74,0,0.22,0.77,121.72,4,2.51,12/27/1923,['unknown']
1AoueZtJ0wwjSDU4npTDnA,Chapter 3.18 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.64,0.22,6,-17.16,1,0.94,0.86,0,0.21,0.72,84.9,4,2.76,12/27/1923,['unknown']
1B9DQSfiDWhYZmkqbYyonp,C'Est Au Bal Musette,0,0,Gaby Montbreuse,0.44,0.35,2,-14.91,1,0.1,0.99,0,0.3,0.77,77.7,3,2.68,1/1/1923,['unknown']
1BcOVMn3ZHrqEQle8TULdM,Chapter 9.13 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.78,0.27,1,-19.1,1,0.95,0.78,0,0.34,0.78,59.46,3,2.15,12/27/1923,['unknown']
1C24gb2rQwSd262BP09DNB,Chanson De Route De Ciboulette,0,0,Edmée Favart,0.78,0.34,2,-14.9,1,0.87,0.99,0,0.59,0.8,121.29,4,2.35,1/1/1923,['unknown']
1CGbuEQ7kBcYxtNy4h1u5f,Chapter 2.17 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.62,0.29,1,-18.07,1,0.96,0.75,0,0.25,0.75,180.56,3,2.25,12/27/1923,['unknown']
1D7D3FLwQ4rCvDWbBtVQho,Chapter 2.7 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.67,0.29,5,-19.08,0,0.96,0.74,0,0.18,0.63,83.19,4,2.38,12/27/1923,['unknown']
1De0ODc2bv1ARYoa5E6c51,Chapter 1.11 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.76,0.19,1,-21.11,1,0.94,0.65,0,0.11,0.76,91.37,5,2.12,12/27/1923,['unknown']
1GUAkBHHxTxnwMo4Or0TfG,Chapter 4.11 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.25,1,-19.26,1,0.95,0.78,0,0.19,0.74,78.86,4,2.32,12/27/1923,['unknown']
1HfsGFkj5HdvEUyiWAr5Bv,Ma Gosse,0,0,Georgius,0.64,0.28,1,-16.48,1,0.22,0.98,0,0.45,0.76,123.85,4,3.41,1/1/1923,['vintage chanson']
1IM5GNo7ctGQ6cfHS8C6XE,Pala Oyunu,0,0,Hafız Ahmet Celâl Tokses,0.23,0.4,4,-15.22,0,0.04,0.99,0.99,0.39,0.82,77.4,4,2.93,12/18/1923,['unknown']
1IdZJF3Cs0eZiXsWU4Mkdf,Chapter 8.4 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.65,0.27,1,-19.18,1,0.95,0.56,0,0.12,0.59,79.41,4,2.1,12/27/1923,['unknown']
1JcF6uVs9KWxNNYF2WHlMl,Chapter 8.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.68,0.22,4,-20.45,0,0.96,0.9,0,0.16,0.78,84.5,3,2.2,12/27/1923,['unknown']
1NfUr9ZwIeClKfacPPvmDT,Chapter 3.15 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.23,1,-19.09,1,0.94,0.76,0,0.13,0.71,102.73,3,2.1,12/27/1923,['unknown']
1Q4bwR6QlKFunLxFL70dS2,Chapter 8.17 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.26,9,-19.41,1,0.94,0.57,0,0.28,0.6,90.98,4,2.56,12/27/1923,['unknown']
1RPKtGdObPEGK6LJ7QPzqE,Chapter 2.11 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.25,1,-18.3,1,0.95,0.76,0,0.2,0.68,100.98,5,2.21,12/27/1923,['unknown']
1SRuQGGUL4RIx6ab7Jre5N,Chapter 2.8 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.68,0.24,1,-18.96,1,0.95,0.64,0,0.22,0.67,98.51,3,2.29,12/27/1923,['unknown']
1Sz6kY4GhWjuNVHQvyGIh4,Chapter 5.16 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.62,0.22,1,-21.09,1,0.96,0.62,0,0.21,0.66,172.68,1,2.13,12/27/1923,['unknown']
1TArKGbFOizRZwAU4zlZmY,Chapter 8.3 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.71,0.32,1,-17.14,1,0.96,0.7,0,0.12,0.67,72.23,1,2.13,12/27/1923,['unknown']
1TNFBmTKmGk2FD5GOv3aLw,Chapter 6.7 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.28,5,-18.7,0,0.94,0.82,0,0.17,0.9,128.53,4,2.29,12/27/1923,['unknown']
1VtCBfQf6KdQfmBgpRUUdY,Fakir - Remasterizado,0,0,Francisco Canaro,0.42,0.28,6,-15.55,1,0.05,0.99,0.97,0.29,0.44,138.19,3,2.78,7/9/1923,"['tango', 'vintage tango']"
1W4guYCGp29HDPNCHPySRf,Chapter 4.14 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.66,0.18,1,-20.74,1,0.96,0.84,0,0.23,0.59,75.23,3,2.33,12/27/1923,['unknown']
1WtaKy5GdBW179YRAL87hD,Chapter 7.12 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.73,0.16,1,-21.39,1,0.94,0.71,0,0.24,0.57,98.63,4,2.42,12/27/1923,['unknown']
1Y80dR6Q3SLCfw15u7Ch7e,Chapter 2.7 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.8,0.23,1,-19.32,1,0.94,0.73,0,0.13,0.74,51.45,4,2.15,12/27/1923,['unknown']
1YjHwSX3Y7X8586eaXM1Kk,Tu Voudrais Me Voir Pleurer,0,0,Robert Jysor,0.5,0.32,0,-12.26,1,0.08,1,0,0.27,0.62,108.51,4,3.07,1/1/1923,['unknown']
1Ylr4v9oMsxRoLRkQJKRhM,Chapter 8.16 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.66,0.24,1,-18.87,1,0.96,0.89,0,0.18,0.76,78.77,4,2.18,12/27/1923,['unknown']
1ZTX01NOGwP5IZ59A2Lmfi,Chapter 8.18 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.69,0.26,1,-19.14,1,0.96,0.9,0,0.29,0.77,82.61,3,2.11,12/27/1923,['unknown']
1aN3D9FqE9P7slzb60Eqwj,Hicran,1,0,Safiye Ayla,0.23,0.42,6,-8.11,1,0.1,0.99,0.79,0.44,0.18,81.24,3,3.4,1/4/1923,"['turkish classical', 'turkish jazz']"
1cx37MwPibFAOavpfNnlce,En La Cruz,0,0,Pablo Pastor,0.57,0.31,4,-11.25,1,0.03,0.87,0,0.1,0.48,129.9,4,2.36,3/1/1923,['unknown']
1djdTuM7cMfBjMHvoev1cx,Chapter 6.8 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.71,0.24,5,-18.1,1,0.94,0.81,0,0.26,0.58,109.84,5,2.21,12/27/1923,['unknown']
1dzaUcTS5k6sVTmhdQKjij,Chapter 10.16 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.26,1,-17.45,1,0.95,0.77,0,0.17,0.77,88.27,4,2.78,12/27/1923,['unknown']
1e7zxvah6cU9yk7heqNMA7,Chapter 8.12 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.68,0.2,1,-21.34,1,0.95,0.87,0,0.22,0.6,98.49,4,2.22,12/27/1923,['unknown']
1eLbwzyHyUne68R2yXPidS,Le Tapis Vert,0,0,Adolphe Bérard,0.38,0.24,4,-15.97,1,0.05,0.99,0,0.46,0.56,82.78,3,3.05,1/1/1923,['unknown']
1edbuMXvCWHgW78HUugrK8,Chapter 4.21 & Chapter 5.1 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.18,1,-20.06,1,0.96,0.75,0,0.19,0.61,101.97,3,2.23,12/27/1923,['unknown']
1hviILXEn7vTSzU10nsWRM,Chapter 1.17 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.61,0.21,8,-20.19,1,0.96,0.66,0,0.15,0.8,67.44,5,2.28,12/27/1923,['unknown']
1iaThalbw5LINCP5AJXBTK,Chapter 4.19 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.65,0.19,11,-21.33,0,0.96,0.73,0,0.12,0.61,82.9,3,2.4,12/27/1923,['unknown']
1kbPo2tqulbrU6yZfsDSac,Chapter 11.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.69,0.24,5,-18.48,0,0.94,0.89,0,0.25,0.64,98.14,3,2.31,12/27/1923,['unknown']
1lJSfCp3rMSiSwE0OnWIQz,Chapter 7.5 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.23,1,-18.66,1,0.96,0.78,0,0.15,0.81,64.31,3,2.24,12/27/1923,['unknown']
1lxRFRONmnUxRz5YhQAAwX,Pek Muztaribim,0,0,Hafız Ahmet Celâl Tokses,0.26,0.33,4,-17.08,1,0.09,1,0.92,0.51,0.19,78.08,1,2.79,12/18/1923,['unknown']
1mLlyiUYSsOiRp0m766T0F,Chapter 6.11 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.67,0.22,6,-20.63,1,0.96,0.8,0,0.36,0.67,83.4,4,2.35,12/27/1923,['unknown']
1nHsef13ntQzemvGfyRkIP,Chapter 2.9 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.22,0,-19.18,1,0.94,0.81,0,0.3,0.65,132.92,3,2.19,12/27/1923,['unknown']
1nsqiWT2tkBgrM9r3yxCHE,Chapter 1.15 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.61,0.26,1,-18.76,1,0.96,0.84,0,0.24,0.75,69.04,4,2.71,12/27/1923,['unknown']
1pfN0mDem9bZBYeIwVN7cD,Chapter 3.3 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.73,0.29,1,-19.04,1,0.95,0.83,0,0.16,0.56,73.73,4,2.98,12/27/1923,['unknown']
1skk8BfvNGrVM8HBPypg3V,Chapter 5.3 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.68,0.27,1,-19.64,1,0.95,0.69,0,0.23,0.72,97.46,5,2.41,12/27/1923,['unknown']
1u9zTLc3iWTud0cZM83CDr,Cuando Buda Sonríe - Remasterizado,0,0,Francisco Canaro,0.38,0.34,1,-16.3,1,0.04,0.99,0.96,0.17,0.62,79.42,4,2.85,7/9/1923,"['tango', 'vintage tango']"
1uEXx4sLcQB04RNzvKKh5G,Chapter 5.12 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.18,1,-20.7,0,0.94,0.74,0,0.4,0.71,111.65,5,2.09,12/27/1923,['unknown']
1uelg93BiJKU4SerLhXPU9,Chapter 10.14 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.65,0.24,2,-19.93,1,0.96,0.8,0,0.12,0.57,90.39,4,2.38,12/27/1923,['unknown']
1unpFthiuixJx6sSW3OHAC,Chapter 3.10 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.74,0.2,1,-20.32,1,0.95,0.84,0,0.13,0.73,80.34,1,2.33,12/27/1923,['unknown']
1wfVslnOJQdNR7jtleZVGn,Chapter 2.16 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.26,9,-18,1,0.94,0.9,0,0.35,0.76,117.18,3,3.23,12/27/1923,['unknown']
1xXapXBSUSxWBkqWtvviHt,Chapter 2.17 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.78,0.18,5,-19.41,0,0.95,0.76,0,0.23,0.62,38.93,4,2.25,12/27/1923,['unknown']
1xYkJjXx83VuTcaVILz3ho,Chapter 1.18 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.78,0.26,9,-19.04,1,0.94,0.73,0,0.26,0.74,103.2,3,2.41,12/27/1923,['unknown']
1xci8Zmd0JnJD5g2WwXpNx,Electric Girl - Remasterizado,0,0,Francisco Canaro,0.56,0.43,11,-13.83,0,0.15,0.99,0.96,0.21,0.73,80.2,4,2.91,7/9/1923,"['tango', 'vintage tango']"
1yMDC3pVzxKlcKwwwiFSmt,Sacate La Caretita - Remasterizado,0,0,Ignacio Corsini,0.57,0.01,5,-28.43,0,0.1,1,0.94,0.1,0.66,125.42,4,2.97,3/29/1923,"['tango', 'vintage tango']"
203MYDy2P9nrTO3515B96D,Chapter 3.4 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.3,1,-19.36,1,0.96,0.65,0,0.43,0.6,134.45,4,2.42,12/27/1923,['unknown']
214S1bDYDp34WOhqOGGnum,Chapter 8.14 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.2,1,-21.26,1,0.95,0.87,0,0.16,0.74,109.22,3,2.1,12/27/1923,['unknown']
21QQ5ZuQUjPQQRi1JzR8GY,Veranito De San Juan - Remasterizado,0,0,Francisco Canaro,0.52,0.27,4,-15.87,0,0.11,0.99,0.97,0.15,0.89,130.06,4,3.01,7/9/1923,"['tango', 'vintage tango']"
232KmyoWlX8B01eVPGw47e,Chapter 6.15 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.72,0.17,1,-20.52,0,0.95,0.9,0,0.19,0.79,83.6,3,2.11,12/27/1923,['unknown']
238xfFBXsH2IV0dsHttZpy,Chapter 8.15 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.16,1,-21.67,0,0.93,0.87,0,0.17,0.69,116.5,3,2.15,12/27/1923,['unknown']
23OK5hKz4EvcxSyPvAaLAp,Chapter 2.5 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.68,0.26,6,-20.8,0,0.95,0.82,0,0.19,0.76,83.3,4,2.13,12/27/1923,['unknown']
240CtrmmZTh22BoDphHXV9,Chapter 1.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.65,0.24,1,-20.01,1,0.96,0.73,0,0.15,0.72,81.29,4,2.24,12/27/1923,['unknown']
257hVxQ0y8XXJtGJtiDBPu,Chapter 3.3 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.24,1,-19.64,1,0.96,0.76,0,0.22,0.67,170.24,3,2.36,12/27/1923,['unknown']
25SMQZnHTtKcUxFIpG7Mhp,The Loveliest Night Of The Year,0,0,Harry Curtis,0.43,0.42,10,-12.46,1,0.04,0.82,0,0.11,0.45,160.02,4,2.7,1/1/1923,['unknown']
2626aAS6eQgc6CvdLVnoOw,La Danza De Las Libélulas - Remasterizado,0,0,Francisco Canaro,0.4,0.23,6,-15.28,0,0.04,1,0.84,0.38,0.42,80.09,4,2.61,7/9/1923,"['tango', 'vintage tango']"
26ca2K4703vB1CoCtjzSLW,Chapter 7.14 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.26,1,-20.53,1,0.96,0.82,0,0.32,0.78,166.25,1,2.28,12/27/1923,['unknown']
282GBb96Uc1l3nvDZU14Wr,La Garconniere - Remasterizado,0,0,Ignacio Corsini,0.49,0.11,2,-23.48,0,0.42,1,0.82,0.4,0.6,120.34,4,2.51,3/29/1923,"['tango', 'vintage tango']"
28jWC2LAY4vqsUDxGctDs9,Chapter 8.17 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.62,0.15,8,-20.38,1,0.94,0.88,0,0.2,0.68,176.58,3,2.15,12/27/1923,['unknown']
2BzP6Lj4EA6V3AmSPDlCmD,Chapter 5.20 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.71,0.25,1,-17.78,1,0.94,0.66,0,0.12,0.68,107.87,3,2.24,12/27/1923,['unknown']
2CALgoRXs5TedfP7UxCVxC,Chapter 6.4 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.61,0.27,5,-19.57,0,0.96,0.82,0,0.22,0.68,60.37,4,2.27,12/27/1923,['unknown']
2DMT63ps2b8F2PmbVG1Jtu,D'La Vraie Amour,0,0,Gaby Montbreuse,0.64,0.28,8,-16.47,1,0.32,0.99,0,0.15,0.84,65.86,3,3.43,1/1/1923,['unknown']
2DlAiPP9DJ2z0bQfi8TMSk,Chapter 6.5 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.74,0.23,5,-20.31,1,0.95,0.79,0,0.19,0.6,96.2,3,2.17,12/27/1923,['unknown']
2ETTpBNBoGotgsc8btbUhC,Chapter 10.19 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.2,0,-18.31,1,0.93,0.78,0,0.17,0.71,124.8,4,2.61,12/27/1923,['unknown']
2EVvoTom0Oji191I1I4qCF,Chapter 2.18 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.66,0.2,5,-20.21,0,0.94,0.76,0,0.19,0.84,83.48,3,2.42,12/27/1923,['unknown']
2FM5j4344sAAkUXTX5cTiX,Chapter 4.2 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.62,0.24,1,-19.05,1,0.96,0.69,0,0.23,0.51,172.72,3,2.11,12/27/1923,['unknown']
2HfDoQcyX1ZEqbzsOMWPU8,Chapter 8.7 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.71,0.22,1,-19.84,1,0.95,0.64,0,0.28,0.55,128.2,3,2.19,12/27/1923,['unknown']
2IwdIlqg3vpmDhJZPujABF,Chapter 8.7 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.7,0.22,1,-19.62,1,0.95,0.91,0,0.15,0.67,85.27,5,2.22,12/27/1923,['unknown']
2JcQmJ2RIennzfIZSLzq0A,Chapter 5.7 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.62,0.24,1,-20.97,1,0.96,0.71,0,0.19,0.59,174.16,5,2.35,12/27/1923,['unknown']
2KqBYBToiNNfhDIkSH91aq,Chapter 7.10 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.68,0.22,1,-19.04,1,0.96,0.88,0,0.36,0.71,78.55,4,2.25,12/27/1923,['unknown']
2MskcGzzUdJdJy3Q7Y96qH,Chapter 6.16 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.66,0.2,6,-20.35,0,0.96,0.87,0,0.12,0.73,54.78,4,2.11,12/27/1923,['unknown']
2N05z73nncXFj3XF2mYDDX,Chapter 8.10 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.7,0.25,9,-18.62,1,0.95,0.57,0,0.66,0.67,96.75,4,2.24,12/27/1923,['unknown']
2OgHwBpullLkwd7O59O7AS,Chapter 3.13 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.63,0.24,1,-19.88,0,0.96,0.74,0,0.32,0.74,170.73,3,2.24,12/27/1923,['unknown']
2OomQSfbQ4b8joF9N5rkIe,Chapter 7.13 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.68,0.14,1,-20.22,1,0.92,0.68,0,0.17,0.59,99.08,4,2.1,12/27/1923,['unknown']
2P4P5kMqUriSRT7wyQPEGk,Chapter 3.2 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.68,0.18,5,-19.67,0,0.94,0.72,0,0.23,0.72,100.75,5,2.27,12/27/1923,['unknown']
2PIlX13UoFyWhqepPJJVoJ,Chapter 8.21 & Chapter 9.1 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.64,0.26,1,-17.63,1,0.96,0.88,0,0.21,0.62,84.86,4,2.6,12/27/1923,['unknown']
2PvwVyqAeYHKwAwnQNhHoX,Chapter 11.5 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.16,1,-19.46,1,0.93,0.72,0,0.18,0.56,111.17,1,2.13,12/27/1923,['unknown']
2SVXq5WxQA2fuGVm6GWbIa,Chapter 10.12 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.18,1,-20.06,1,0.93,0.81,0,0.17,0.69,116.3,3,2.84,12/27/1923,['unknown']
2TH4cBod9KMYpJ6Y2XxF2X,Chapter 2.15 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.24,5,-19.01,0,0.94,0.77,0,0.32,0.65,96.06,4,2.22,12/27/1923,['unknown']
2TdBHm411Q9eU09zF24HHW,Padre Nuestro - Remasterizado,0,0,Francisco Canaro,0.6,0.24,4,-15.92,0,0.06,0.99,0.99,0.15,0.61,125.77,4,2.52,7/9/1923,"['tango', 'vintage tango']"
2Us1pbKCuRgnpYK1Mm786O,Chapter 2.8 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.71,0.22,1,-19.13,1,0.94,0.7,0,0.3,0.7,92.33,3,2.54,12/27/1923,['unknown']
2XPuwjQubVd5zfWmBZJKab,Chapter 9.20 & Chapter 10.1 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.64,0.22,1,-19.9,1,0.94,0.79,0,0.13,0.79,159.85,3,3.12,12/27/1923,['unknown']
2aSHEubeGWVpJwQfJZl7JV,Chapter 2.5 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.64,0.26,2,-17.85,1,0.95,0.72,0,0.19,0.64,164.23,4,2.45,12/27/1923,['unknown']
2bv2HjNm1zAjWWT1J9BfiE,Chapter 6.4 - Król Maciuś Na Wyspie Bezludnej,0,0,Janusz Korczak,0.63,0.21,1,-21.25,1,0.95,0.78,0,0.3,0.77,82,3,2.13,12/27/1923,['unknown']
2chC6F9xg7pl5slxzQizyo,Chapter 9.18 - Król Maciuś Pierwszy,0,0,Janusz Korczak,0.72,0.26,1,-18.99,1,0.93,0.88,0,0.2,0.84,115.32,5,2.98,12/27/1923,['unknown']
2d3OQvoLSn9NA4sMGIYxNT,La Valse Du Faubourg,0,0,Félix Mayol,0.62,0.29,4,-11.5,1,0.06,0.98,0,0.34,0.93,61.28,3,2.89,1/1/1923,['vintage chanson']
2dnaGKlRop5kaBJjEKW7j0,Juventud - Remasterizado,0,0,Ignacio Corsini,0.42,0.04,1,-29.19,0,0.06,1,0.91,0.1,0.25,70.35,4,2.55,3/29/1923,"['tango', 'vintage tango']"
